Date,Headlines,Description,labels,scores
2023-09-15 02:12:08,"Sensex, FTSE Rejig: HDFC Bank To See Inflows Of $600 Million, Says Nuvama","As Sensex and FTSE as scheduled for a rejig on Sept 15, HDFC Bank could see inflows of $ 600 million, according to a Nuvama report.

HDFC Bank will be added in FTSE in three tranches, with each quarter witnessing around $500 million of inflows. While it expects inflows of $102 million from the change in its weight in BSE's benchmark index Sensex as a result of the quarterly rejig.

""When you tally up all the inflows on the same day, HDFC Bank is poised to receive an impressive cumulative inflow of nearly USD 600 million,"" the note said.",positive,0.9323789477348328
2023-09-13 13:48:13,"Stock Market Today: Sensex, Nifty Resume Advance As RIL, HDFC Bank Gain; FPIs Remain Net Sellers",Live updates on India's equity markets on Sept. 13.,neutral,0.9408522844314575
2023-09-13 07:52:41,"Sensex, Nifty Recover Led By Gains In HDFC Bank, Reliance: Midday Market Update","India's benchmark stock indices recovered after a lower open by midday trade on Wednesday, led by gains in index heavyweights Reliance Industries Ltd. and HDFC Bank Ltd.

Nifty was trading above the 20,000 level, whereas Sensex was above the 67,400 mark. Public sector banks and media stocks rose, while information technology and realty shares remained under pressure",negative,0.5938038229942322
2023-09-11 07:06:10,"Sensex, Nifty Inch Closer To Record Highs As RIL, HDFC Bank Lead: Midday Market Update","India's benchmark stock indices opened higher and inched closer towards their all-time highs scaled on July 20, 2023. 

While, Nifty 50 was nearly 50 points away from the 20,000 level, Sensex was about 600 points shy of its record high, above the 67,600 mark. ",positive,0.8733181953430176
2023-09-11 08:04:15,"Stocks to Watch: Adani Ent, Adani Ports, HDFC Bank, CCD, IRCTC, Oil India, and Others - News18","Stocks to watch: Shares of firms like Adani Ent, Adani Ports, HDFC Bank, Coffee Day, IRCTC, Oil India, and others will be in focus on Monday's trade.",neutral,0.9124599099159241
2023-09-10 19:47:16,"iPhone 14 gets up to Rs 16,901 discount on Flipkart just days ahead of iPhone 15 launch","The red colour variant of the iPhone 14 is available with a discounted price of Rs 66,999, down from Rs 79,900. There is also a Rs 4,000 discount on HDFC bank credit card, which effectively brings down the price to Rs 62,999. ",negative,0.9566764831542969
2023-09-08 12:10:42,"Stock markets rally for 6th day running on buying in HDFC Bank, L&T, RIL",Benchmark BSE Sensex rallied 333 points to extend its winning run to a sixth straight session.,positive,0.9400845170021057
2023-09-08 14:26:59,Bank FD: SBI Vs HDFC Bank vs PNB; Check Detailed Comparison of Latest Interest Rates - News18,"Bank FD: A detailed comparison of the current fixed deposit (FD) interest rates offered by three lenders SBI, HDFC Bank and ICICI Bank on deposits below Rs 2 crore",neutral,0.9336865544319153
2023-09-07 11:07:29,"Stock markets extend gains for fifth day; Sensex revisits 66,000 mark","Sensex rises 385 points, reclaims 66,000 mark on buying in HDFC Bank, L&T, SBI; Nifty ends above 19,700.",positive,0.8608063459396362
2023-09-06 14:22:32,Nifty 50 Top 5 Gainers & Losers Today,The top 5 gainers and losers on the Nifty today along with sectoral indices.,negative,0.5740969777107239
2023-09-06 11:24:15,Markets log 4th day of rally on buying in HDFC Bank,Fag-end buying helped the BSE Sensex climb 100.26 points,positive,0.9458618760108948
2023-09-04 14:53:54,"Stock Market Today: Sensex, Nifty Log Two-Day Gains As Infosys, HDFC Bank; Lead; Metals Rise","The S&P BSE Sensex closed up 241 points, or 0.37%, at 65,628.14, while the NSE Nifty 50 was 94 points, or 0.48%, higher at 19,528.80.

",positive,0.8845177292823792
2023-09-02 07:19:44,Biggest Indian Bank’s Unit Plans $2 Billion Private Credit Fund,An arm of India’s biggest lender HDFC Bank Ltd. is seeking to raise as much as $2 billion for a real estate private credit fund as demand for new homes surges in the world’s most populous country.,positive,0.7465255260467529
2023-08-31 12:16:31,"Stock Market Today: Sensex, Nifty Fall After Three-Day Run As RIL, HDFC Bank Drag","The S&P BSE Sensex closed down 256 points, or 0.39%, at 64,831.41, while the NSE Nifty 50 was 94 points, or 0.48%, lower at 19,253.80.",negative,0.9697138667106628
2023-08-30 04:11:59,A Perfect Storm Has Begun Stifling India’s Bank Credit Growth,"Tight liquidity and higher interest rates are beginning to slow down the credit growth of India's banking sector.

The Reserve Bank of India's incremental cash-reserve-ratio requirement, its dollar sales to buttress a weakening rupee and the goods and services tax outflow are all leading to liquidity turning negative since March 2023.

Non-food bank credit rose 19.7% year-on-year to over Rs 148 lakh crore as on Aug. 11, according to the latest data by the RBI, primarily driven by the merger between HDFC and HDFC Bank Ltd.",negative,0.9176167249679565
2023-08-29 12:18:10,"Stock Market Today: Sensex, Nifty Advance For The Second Day Led By HDFC Bank, L&T Lead; Realty Stocks Rise","The S&P BSE Sensex closed up 79 points, or 0.12%, at 65,075.82, while the NSE Nifty 50 was 37 points, or 0.19%, higher at 19,342.65.",positive,0.8914823532104492
2023-08-28 18:08:40,Equity Markets Bounce Back After 2 Days of Decline on Firm Global Trends - News18,"From the Sensex pack, Larsen & Toubro, Mahindra & Mahindra, HDFC Bank, Sun Pharma, Maruti, Kotak Mahindra Bank, IndusInd Bank, Tata Steel and State Bank of India were among the gainers",neutral,0.6157570481300354
2023-08-28 11:55:42,"Stock Market Today: Sensex, Nifty Rebound After Two-Day Fall As HDFC Bank, L&T Gain; FPIs Stay Net Sellers","The S&P BSE Sensex closed up 110 points, or 0.17%, at 64,996.60, while the NSE Nifty 50 was 40 points, or 0.21%, higher at 19,306.05.",positive,0.9077861905097961
2023-08-28 11:31:24,Markets bounce back after two days of decline on firm global trends,"Equity indices rose on Mon, tracking global markets & HDFC Bank buying. BSE Sensex up 0.17%, NSE Nifty up 0.21%. Asian markets, incl. Seoul, Tokyo, Shanghai & Hong Kong, ended with gains. ",positive,0.9435709714889526
2023-08-28 02:38:04,HDFC Bank Rides On Premium Cards To Grab Market Share,"As India's largest private lender, HDFC Bank is working to grab a maximum share of the credit card industry by focusing on premium cards. The bank has partnered with several entities, including Swiggy, Retailio, and IRCTC, to expand its presence in the credit card segment and cater to mass-affluent and middle-income segments. HDFC Bank's cards chief Parag Rao said the move is driven by revenge spending by Indians on both domestic and international travel post-Covid. ",positive,0.9229549169540405
2023-08-26 14:02:53,Tax Query: What Are the Tax Implications on Capital Gains from Selling HDFC Limited Shares After Merger with HDFC Bank?,"Issue of HDFC Ltd shares consequent to merger with HDFC Bank is not taxable. If 336 shares are sold at Rs. ₹1,690, long term capital loss of Rs. ₹91,728 can be set-off against long term capital gain. If sold at Rs. ₹2,500, long term capital gain of Rs. ₹1,80,432 is taxable at 10% plus applicable surcharge and cess.",neutral,0.9365514516830444
2023-08-25 15:37:55,HDFC Bank Vs PNB Vs ICICI Bank: Check Latest Bank FD Interest Rate Comparison - News18,"Bank FD: HDFC Bank is offering up to 7.75% annual interest rates on FD, ICICI Bank is offering up to 7.60% and PNB is giving up to 7.75% a year",neutral,0.8915110230445862
2023-08-25 00:33:00,"Day trading guide for August 25, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading. ",neutral,0.8999207615852356
2023-08-24 16:37:39,"HDFC Bank, Marriott unveil co-branded credit card","HDFC Bank, in a tie-up with Marriott Bonvoy, Marriott International’s travel program, has introduced co-branded ‘Marriott Bonvoy HDFC Bank Credit Card’ which will run on Diners Club, part of the Discover Global Network.",neutral,0.7586111426353455
2023-08-24 15:24:06,"For Marriott International, India witnessing “most robust growth in APAC”","Marriott Intl. sees strong growth in India; HDFC Bank launches co-branded hotel credit card. Marriott Intl. sees India as most robust growth in Asia-Pacific, RevPar & guest sentiment rating highest. HDFC Bank bullish on credit card business, consumer spends on travel 1.2x pre-pandemic.",positive,0.9462213516235352
2023-08-24 12:43:53,"Sensex closes lower by 180 points as RIL, HDFC Bank decline; snaps 3-day gaining streak",Sensex and Nifty opened higher following overnight gains in U.S. stocks and positive cues from Asian markets. ,positive,0.9385977983474731
2023-08-24 12:14:40,"Stock Market Today: Sensex, Nifty Snap Three-Day Gaining Streak As RIL, HDFC Bank Drag; Healthcare Stocks Drop","The S&P BSE Sensex was down 181 points, or 0.28%, at 65,252.34, while the NSE Nifty 50 was 57 points, or 0.29%, lower at 19,386.70.",negative,0.970134437084198
2023-08-24 01:00:00,"Day trading guide for August 24, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.9082903265953064
2023-08-23 18:14:39,Housing Demand Has Power To Unlock Economy’s Potential: HDFC Bank Director,"HDFC Bank Director Keki Mistry, on Wednesday, asserted that the demand for housing will continue in India and it has the power to unlock the potential of the economy.

Speaking at the foundation day celebration of Bandhan Bank, Mistry said the housing sector also generates huge employment and has a better credit risk profile than other segments.",positive,0.8808422684669495
2023-08-23 16:53:23,‘The perception that you lend and lose money in villages is incorrect’: HDFC Bank,"The perception that you lend and lose money in villages is incorrect and therefore HDFC Bank will remain bullish on rural markets with a goal to serve people in over two lakh villages in India by end of March 2024, said Rahul Shyam Shukla, Group Head – Commercial and Rural Banking.",neutral,0.7172113656997681
2023-08-23 00:33:00,"Day trading guide for August 23, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8999207615852356
2023-08-22 11:57:01,"Stock Market Today: Sensex, Nifty End Flat As ITC Leads; HDFC Bank Drags; RIL M-Cap Drops Over Rs 7,600 Crore","The S&P BSE Sensex closed up 4 points, or 0.01%, at 65,220.03, while the NSE Nifty 50 was 3 points, or 0.01%, higher at 19,396.45.",positive,0.9057556390762329
2023-08-22 00:33:00,"Day trading guide for Aug 22, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8999207615852356
2023-08-23 16:23:15,HDFC Ltd-HDFC Bank merger: What differences home loan borrowers should know before shifting from MCLR to ELBR?,"ELBR is more responsive to repo rate changes, which can result in faster re-pricing of loans compared to MCLR",neutral,0.7456750273704529
2023-08-22 02:39:18,HDFC Wants to Ride India Consumer Boom After Home Loan Dominance,HDFC Bank Ltd. wants to use home lending as a gateway for the world’s sixth largest lender to capture more consumer finance customers with loans on everything from air conditioners to cars and TVs.,positive,0.7892242670059204
2023-08-20 08:30:15,"Mcap of seven of top 10 firms declines by ₹80,200 crore; TCS, HDFC Bank biggest laggards","Last week, 7 of the top 10 valued firms saw a combined market valuation drop of Rs 80,200.24 crore due to a weak equities trend. TCS and HDFC Bank were the biggest laggards, while Reliance Industries, Hindustan Unilever and Infosys gained. RIL remained the most valued firm, followed by TCS, HDFC Bank, ICICI Bank, HUL, Infosys, ITC, SBI, Airtel and Bajaj Finance.",negative,0.9710298180580139
2023-08-18 06:54:34,"Share Market Highlights 17 August, 2023: Sensex dips 388 pts; Nifty slips below 19,400; Adani Ports, Titan among top gainers","Sensex, Nifty updates on 17 August 2023 – Snapping their two-day winning run, equity benchmarks Sensex and Nifty closed in the negative territory on Thursday, tracking losses in index majors Reliance Industries, ITC, and HDFC bank amid a weak trend in global markets. The BSE Sensex declined 388.40 points or 0.59 per cent to settle at 65,151.02. During the day, it fell by 493.32 points or 0.75 per cent to 65,046.10. The NSE Nifty slipped 99.75 points or 0.51 per cent to end at 19,365.25.",negative,0.9736314415931702
2023-08-18 06:04:45,"Bank Nifty prediction today – August 18, 2023: Index testing a support",".Bank Nifty opened gap-down, but has recovered to 43,900. Adv/Decl ratio is neutral. AU Small Finance Bank is top gainer, HDFC Bank top loser. Bank Nifty futures flat, support at 43,870-44,000. Short Bank Nifty if falls below 43,870, target 43,500, stop-loss 44,030.",negative,0.9010747671127319
2023-08-18 00:45:00,"Day Trading Guide for August 18, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide provides key intraday supports and resistances to monitor on the Nifty Futures and popularly traded stocks like Reliance Industries, Infosys, HDFC Bank, TCS, and SBI, along with offering intraday trade recommendations that include specific entry and stop-loss levels, where the mentioned resistances and supports serve as exit points; however, it’s important to note that these recommendations rely on Technical Analysis and trading carries the risk of potential losses.",neutral,0.9055455327033997
2023-08-17 16:02:13,HDFC Life to offer dollar-denominated insurance solutions via GIFT City branch,"HDFC Life Intl & HDFC AMC Intl launch IFSC branches at GIFT City to offer life & health ins, fund mgmt & advisory sols to NRIs & global Indian diaspora. HDFC Bank's IBU has been present at GIFT City since 2017, offering corporate & treasury sols, trade credit, foreign currency loans & depository services. Low ins & MF penetration in India to be addressed by IFSCs, which will facilitate dev of strong base of int'l financial services, raise bar on efficiency & competitiveness.",positive,0.6374921202659607
2023-08-17 17:19:24,"HDFC Bank group inaugurates asset management, life insurance services at Gujarat’s GIFT City",The first product by HDFC Life International US Dollar Global Education Plan is open for enrolment and is designed for those who want to build a US dollar-denominated corpus to meet future expenses for their child's overseas education.,neutral,0.7961002588272095
2023-08-17 17:09:44,Bank FD: HDFC Bank vs SBI vs ICICI Bank; Check Comparison of Latest Interest Rates - News18,"Check the comparison of the current FD interest rates between ICICI Bank, SBI and HDFC Bank on deposits below Rs 2 crore",neutral,0.9393227696418762
2023-08-17 08:44:50,"HDFC Bank Group Launches Insurance, Asset Management Services At GIFT City","The HDFC Bank group has introduced life insurance and asset management services at India’s international financial centre, GIFT City, in Ahmedabad, which will cater to non-resident Indians and the Indian diaspora globally, as well as institutional and non-institutional investors, said Deepak Parekh, chairman of HDFC Life and HDFC AMC.",positive,0.6727821826934814
2023-08-17 00:45:00,"Day Trading Guide for August 17, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide provides key intraday supports and resistances to monitor on the Nifty Futures and popularly traded stocks like Reliance Industries, Infosys, HDFC Bank, TCS, and SBI, along with offering intraday trade recommendations that include specific entry and stop-loss levels, where the mentioned resistances and supports serve as exit points; however, it’s important to note that these recommendations rely on Technical Analysis and trading carries the risk of potential losses.",neutral,0.9055455327033997
2023-08-16 12:16:22,"Stock Market Live: Sensex, Nifty Little Changed As HDFC Bank Drags, Infosys Leads; UNO Minda At 19-Month High","The S&P BSE Sensex closed up 138 points, or 0.21%, at 65,593.42, while the NSE Nifty 50 was 31 points, or 0.16%, higher at 19,465.

",positive,0.8852125406265259
2023-08-16 07:00:45,"Sensex, Nifty Trade Lower As HDFC Bank, ICICI Bank, RIL Drag: Midday Market Update","India's benchmark stock indices traded lower through midday on Wednesday, led by losses in HDFC Bank Ltd., ICICI Bank Ltd., and Reliance Industries Ltd.

Metals, non-banking financial companies, and the private banking sectors dragged while information technology and healthcare stocks advanced. On Monday evening, the CPI inflation rose to a 15-month high at 7.44% in July, as compared to 4.87% in June.

Financial markets in India were shut on Tuesday for Independence Day celebrations.",negative,0.9639106392860413
2023-08-16 05:15:42,"Sensex, Nifty fall in early trade on weak global trends, foreign fund outflows"," From the Sensex pack, Bajaj Finance, HDFC Bank, IndusInd Bank, Tata Motors, Tata Steel, Bajaj Finserv, JSW Steel and ICICI Bank were the major laggards",negative,0.7081171870231628
2023-08-15 06:48:28,"Banks redeem ₹3,000 crore from liquid schemes for I-CRR compliance","Private sector banks have redeemed Rs 30,000 crore from liquid MF schemes to meet RBI's I-CRR requirement. Quantum AMC's Pathak said banks tap treasury bills & liquid funds for short-term liquidity needs. RBI's I-CRR to absorb surplus liquidity of Rs 1 lakh crore & review on Sept 8. HDFC Bank more sensitive to I-CRR due to post-merger deposits.",neutral,0.7449023127555847
2023-08-14 08:13:49,"Stocks in news: ITC, Adani Ports, Tata Steel, Nykaa, Vodafone Idea, HDFC Bank & CarTrade"," ITC Ltd, Vodafone Idea Ltd, Indiabulls Housing Finance, KNR Constructions Ltd, AstraZeneca Pharma India, Wockhardt Ltd, Saksoft Ltd and Uflex are among a handful of companies that will announce their quarterly results today.       ",neutral,0.9099620580673218
2023-08-14 09:05:58,"Nifty Bank Falls As SBI, HDFC Bank, Bank Of Baroda Drag","Nifty Bank index fell by midday trade on Monday, led by declines in State Bank of India, Bank of Baroda and HDFC Bank Ltd.

The bank stock index fell 0.60% to 43,935.85, compared with the 0.34% decline in the benchmark Nifty 50 as of 1:20 p.m.",negative,0.9765344858169556
2023-08-14 04:50:13,"Sensex, Nifty fall in early trade on weak global trends, foreign fund outflows","Equity markets fall for 3rd day; Sensex down 461 pts; Nifty 154 pts. Global cues, FPI outflows weigh. Sun Pharma, Nestle gain; Tata Motors, SBI, JSW Steel, Bajaj Finance, Tata Steel, Bajaj Finserv, Tech Mahindra, Power Grid, Mahindra & Mahindra, Tata Consultancy Services, HCL Technologies, HDFC Bank major laggards. Asian mkt, US mkt, Brent crude down. FPI outflows ₹3,073 cr. Negative trends in dollar index, US 10-yr bond yield. ",negative,0.9667661786079407
2023-08-13 06:20:17,"Mcap of seven of top 10 firms falls by ₹74,603 cr; HDFC Bank biggest laggard","Last week, seven of the top 10 valued firms saw a combined market valuation drop of ₹74,603.06 crore, with HDFC Bank suffering the biggest loss. ICICI Bank, Hindustan Unilever, Infosys, ITC, Bajaj Finance all saw erosion in their mcap, while Reliance Industries, TCS and SBI added to theirs. Reliance Industries remained the most valued firm, followed by TCS, HDFC Bank, ICICI Bank, Hindustan Unilever, Infosys, ITC, SBI, Bharti Airtel and Bajaj Finance.",negative,0.9732323884963989
2023-08-13 09:02:06,HDFC Bank CEO Sashidhar Jagdishan raises concerns over funding risk post merger at AGM,"He added that the net interest margins (NIM) for the bank will drop September quarter onwards as the mortgage book of Housing Development Finance Corp (HDFC) carries a lower spread. 
",negative,0.9591897130012512
2023-08-11 15:59:34,"Post merger, HDFC Bank can offer higher credit growth opportunities to the nation, says chairman","HDFC Bank merger with HDFC Ltd. to benefit national economy with higher credit growth, larger financial products & higher flows into affordable housing, agriculture & MSMEs, said Atanu Chakraborty, Part-time Chairman & Independent Director, HDFC Bank Ltd. at AGM. Bank to offer home loan product, low cost of funds & full suite of financial products like life insurance, general insurance, health insurance & investment products.",positive,0.8888683319091797
2023-08-11 11:01:45,"Stock markets decline for 2nd day on losses in pvt banks, weak global trends","Sensex, Nifty fall for second day due to losses in HDFC Bank, ICICI Bank & negative trend in Asian, European markets. RBI's liquidity absorption measures & hawkish stance on inflation weighed on domestic market sentiments. FIIs bought equities worth ₹331.22 crore. Brent crude declined 0.57% to USD 85.91/barrel. BSE benchmark fell 0.47% to 65,688.18; Nifty declined 0.46% to 19,543.10.",negative,0.9731976985931396
2023-08-11 06:57:25,"Sensex, Nifty Fall As RIL, ICICI Bank, HDFC Bank Drag: Midday Market Update","India's benchmark stock indices drifted lower on Friday, dragged by losses in pharma and private-banking stocks.

As of 12:21 p.m., the S&P BSE Sensex was 308 points, or 0.47%, lower at 65,379.78, while the NSE Nifty 50 fell 94 points, or 0.48%, to 19,448.85.",negative,0.9722084403038025
2023-08-11 00:40:00,"Day trading guide for Aug 11, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.9082903265953064
2023-08-10 12:00:20,"Stock Market Today: Sensex, Nifty Decline As HDFC Bank, ICICI Bank Drag After RBI Imposes ICRR","The S&P BSE Sensex closed down 308 points, or 0.47%, at 65,688.18, while the NSE Nifty 50 was 90 points, or 0.46%, lower at 19,543.10.",negative,0.9695014953613281
2023-08-10 00:40:00,"Day trading guide for Aug 10, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.9082903265953064
2023-08-09 00:30:00,"Day Trading Guide For August 09: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8962845206260681
2023-08-08 05:30:15,"Bank Nifty Prediction Today – August 08, 2023: Go long on a break above 45,250","Bank Nifty July Futures trading higher, up 0.34%. Advance/decline ratio 10:2. Bank of Baroda up 2.93%, PNB 2%, HDFC Bank down 0.21%. Intraday resistance 45,100-45,130; support 44,780. August Futures up 0.54%, resistance 44,250; support 44,900. Go long on break above 45,250; exit at 45,480. Supports: 45,000, 44,900; resistance: 45,250, 45,500.",positive,0.6975694298744202
2023-08-08 03:38:56,"Stocks to watch today: August 8, 2023","Voltas, Welspun Corp.HDFC Bank's weightage in FTSE Emerging All Cap Index to increase from 0.81% to 1.52% in 3 tranches. Qatar Investment Authority acquires 2.7% stake in Adani Green Energy for Rs 3,956 cr. Inox Wind promoter entity to offload Rs 500 cr stake in block deal. BEML Ltd receives Rs 3,177 cr order from BMRC. Godrej Consumer approves capex of Rs 900 cr for new sites. RailTel Corp gets order worth Rs 700 cr from Pimpri Chinchwad. 63 Moons, Aarti Industries, Adani Ports, ADC India, Artemis Medicare, Birla Corp, Brigade Enterprises, Coal India, Data Patterns, Dhampur Sugars, Dish TV, EIH Hotel, Essar Shipping, GE T&D, Gujarat State Fertilisers, Gujarat Alkalies, Happiest Minds, Hikal, Hindalco, Ircon Intl, IdeaForge, Infibeam, Oil India, ITDC, Jet Airways, Jindal Hotels, Jain Irrigation, Kanoria Chemicals, Linde India, Mangalam Cement, Madhani, MT Educare, Nirlon, Phoenix, PNC, Prestiege, Radiant CMS, Religare, Siemens, SMS Pharma, Star Cement, Subros, Subex, Sudarshan Chemicals, Suven Pharma, Talbros, Tasty Bites, Utkarsh Small Finance Bank, Voltas, Welspun Corp announce results.",positive,0.8000240921974182
2023-08-08 08:34:43,"Stocks to Watch: Adani Green, Coal India, HDFC Bank, PB Fintech, Adani Ports, and Others - News18","Stocks to watch: Shares of firms like Adani Green, Coal India, HDFC Bank, PB Fintech, Adani Ports, and others will be in focus on Tuesday's trade.",neutral,0.9153643846511841
2023-08-08 01:00:00,"Day trading guide for Aug 08, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.9082903265953064
2023-08-09 13:08:14,"HDFC Bank, Axis Bank, ICICI Bank & Bajaj Finance among Deven Choksey’s top stock picks","Top stock picks for today: Deven R Choksey on Monday told BT TV that if the economy has to move to $5 trillion mark in the next 3 to 5 years, banking and finance companies with a larger balance sheet would remain extremely effective preposition.
",neutral,0.5478036999702454
2023-08-07 10:54:22,"HDFC Bank stock may outperform Nifty Bank, IndusInd Bank shares may do well","On the weekly chart, the index has formed a bearish candle and has closed at 4,4879.50 levels. This bearish candle is a break on the bullish momentum",negative,0.5785143971443176
2023-08-07 05:48:40,Cyrus Poonawalla Group Appoints Keki Mistry As Adviser For Financial Arm,"Cyrus Poonawalla Group has appointed Keki Mistry as the strategic advisor to all financial services ventures led by Adar Poonawalla, according to an official statement.",neutral,0.8870658278465271
2023-08-06 11:23:22,HDFC Bank’s Sashidhar Jagdishan Highest Paid Bank CEO In FY23 With Rs 10.55 Crore Pay,"Jagdishan's colleague Kaizad Bharucha, the deputy managing director of the largest private sector lender, drew Rs 10 crore for the fiscal year and may be the second-highest grossing banker in the country, according to disclosures made in annual reports.",neutral,0.5151717662811279
2023-08-05 15:32:13,"Apple Days sale begins on Vijay Sales: Massive discounts iPhone 14, iPhone 14 Plus, MacBooks and iPads","Vijay Sales is hosting an Apple Days sale with special deals on Apple products, including discounted prices on the iPhone 14, MacBook series, iPads, and more. Customers can save up to Rs 37,000 on the iPhone 14 and enjoy cash back offers with HDFC Bank cards, making it the perfect time to upgrade your tech game with Apple's latest devices.",neutral,0.8228996992111206
2023-08-04 16:35:32,IRDAI allows insurers to hold HDFC investments till maturity,". IRDAI clarifies bonds/debentures held by insurers in HDFC as on April 4, 2022 will be treated as investments in 'housing and infrastructure' till maturity. Exemption from single investee equity exposure norms for ULIPs with respect to HDFC Bank (post-merger) till June 30, 2024 granted.",neutral,0.9215645790100098
2023-08-04 16:21:49,IRDAI allows insurers’ holdings in erstwhile HDFC’s bonds to be classified as is till maturity,"Further, insurance companies have been exempted from complying with the single investee equity exposure and investment regulation norms, with respect to shares of HDFC Bank ",neutral,0.7695020437240601
2023-08-04 11:07:18,"Markets halt 3-day losing run; Sensex, Nifty settle nearly 1% higher","Sensex & Nifty end 3-day losing streak, close 1% higher on gains in HDFC Bank, Reliance & Infosys. IndusInd Bank biggest gainer; SBI, NTPC, Maruti, Bajaj Finserv, Tata Motors & Power Grid laggards. Global markets mostly firm; India's services sector growth hits 13-year high. FIIs offload Rs 317.46 cr on Thursday; Brent crude climbs 0.62%.",positive,0.88233882188797
2023-08-04 00:40:00,"Day trading guide for Aug 04, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.9082903265953064
2023-08-03 10:59:53,"SBI, HDFC Bank & Minda Corporation: Here’s what Vinit Bolinjkar of Ventura Securities says on these 3 stocks","Top stock picks for today: In the PSU bank pack, Vinit Bolinjkar on Thursday told BT TV that State Bank of India (SBI) would be among the top in his list, given that the stock ""looked extremely undervalued"". He suggested to 'Buy the dip'. In the private lending space, Bolinjkar opted for HDFC Bank and mentioned that investors may consider adding these two select banking stocks to their portfolio.
",neutral,0.908490777015686
2023-08-03 12:03:57,"Stock Market Today: Sensex, Nifty Extend Decline To Third Day As ICICI, HDFC Bank Drag","The S&P BSE Sensex Index closed down 542 points or 0.82% at 65,240.68 while the NSE Nifty 50 Index was 145 points or 0.74% lower at 19,381.65.",negative,0.9702073931694031
