Date,Headlines,Description,labels,scores
2023-08-09 00:30:00,"Day Trading Guide For August 09: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8962844014167786
2023-08-08 01:00:00,"Day trading guide for Aug 08, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.908290445804596
2023-08-07 06:27:23,Reliance Industries Goes Slow On Non-Core Investments As Net Debt Hits $9 Billion,"The company's standalone net debt rose to Rs 72,897 crore as of March from Rs 12,328 crore a year earlier.",positive,0.9479682445526123
2023-08-07 05:03:44,"Sensex, Nifty climb in early trade","Mumbai bourses climb in early trade, Sensex up 210 pts; ICICI Bank, Reliance Industries, Mahindra & Mahindra, Sun Pharma, Larsen & Toubro, NTPC, UltraTech Cement, Wipro, TCS, HCL Tech & Reliance Industries gain. Tokyo & Hong Kong up, Seoul & Shanghai down. U.S. markets end lower. FIIs offload equities worth ₹556.32 cr. Sensex up 0.74% on Fri, Nifty up 0.70%.",negative,0.9435579776763916
2023-08-07 04:41:38,Equity markets climb in early trade,"Mumbai equity indices rise on Aug 7, buoyed by ICICI Bank and Reliance Industries. Sensex up 210.43 pts to 65,931.68, Nifty 66.1 pts to 19,583.10. Asian markets mixed, U.S. markets lower. FIIs offload equities worth ₹556.32 crore. Sensex up 0.74%, Nifty 0.70% on Fri.",positive,0.7206400036811829
2023-08-07 03:25:25,"Stocks to watch on August 7, 2023","Buzzing stocks of Aurobindo Pharma, BHEL, Ganesha Eco, Oil India, Infosys, Biocon, Adani Enterprises, Delta Corp, Fortis Healthcare, Reliance Industries, ICICI Bank, ICICI Lombard GIC, India Cements, Barbeque, GIC Housing, Max Healthcare, Gland Pharma, Indigo Paints, Policybazaar, Sobha, Tata Chen, Ujjivan",neutral,0.9376419186592102
2023-08-06 13:39:38,"RIL Annual Report FY23: Mukesh Ambani On Performance, Net Carbon Zero Goal, Jio Financial","Mukesh Ambani, Chairman and Managing Director of Reliance Industries Ltd., underlined the financial performance of the oil-to-telecom conglomerate in a note to shareholders on Sunday.

In RIL's annual report released today, Ambani said that the company managed strong operating and financial show during the fiscal 2023 despite continued volatility in the global markets. ",positive,0.9502334594726562
2023-08-06 17:57:14,Reliance Targets Affordable Green Hydrogen As Clean Fuel Alternative: Mukesh Ambani - News18,"Reliance Industries’ first ever green hydrogen production was achieved with firing of torrefied biomass in gasifiers in 2022-23.

",neutral,0.7737743258476257
2023-08-04 00:40:00,"Day trading guide for Aug 04, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.908290445804596
2023-08-03 00:35:00,"Day trading guide for Aug 03, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.908290445804596
2023-08-02 15:47:44,"Reliance Industries, Arcelormittal India drive overseas borrowing to record high in Q1","As per RBI data, Indian corporates raised $20.73 billion in external commercial borrowings (ECBs) in the first quarter of FY24",positive,0.8960644602775574
2023-08-02 00:33:00,"Day trading guide for Aug 02, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8999207615852356
2023-08-01 05:01:53,"RIL, Brookfield sign MoU to make renewable energy equipment in Australia",Reliance Industries and Brookfield Asset Management have signed a Memorandum of Understanding (MoU) to explore opportunities to manufacture equipment for renewable energy and decarbonisation in Australia.,positive,0.9389543533325195
2023-08-01 10:06:00,"Reliance Industries, Brookfield To Explore Renewable Energy Opportunities In Australia - News18",The MoU aims to accelerate and de-risk Australia’s energy transition,positive,0.8008430004119873
2023-08-01 00:35:00,"Day trading guide for August 01, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8999207615852356
2023-07-31 16:57:07,"Share Market Highlights 31 July 2023:: Sensex, Nifty close higher on Monday; IT, metals, and oil & gas lead sectoral gains","Sensex, Nifty updates on 31 July 2023: Indian benchmark equity indices, Sensex and Nifty, rebounded by over half a per cent on Monday, led by buying in major stocks like Reliance Industries and Tata Consultancy Services, as well as strong global trends. Sensex closed at 66,527.67 with a gain of 0.56%, while Nifty ended at 19,753.80, up by 0.55%. Power, oil, IT, and FMCG sectors saw advances, with NTPC posting a notable 23% rise in consolidated net profit for the April-June quarter. Meanwhile, Bajaj Finance, Kotak Mahindra Bank, and others witnessed losses.",positive,0.6711892485618591
2023-07-31 10:46:03,"Sensex rebounds 367 pts, Nifty settles above 19,750 on firm global trends","Benchmark equity indices Sensex and Nifty closed over half a per cent higher on Monday,  snapping their two-day falling streak on buying in index majors Reliance Industries and Tata Consultancy Services and firm global trends. The 30-share BSE Sensex jumped 367.47 points or 0.56 per cent to settle at 66,527.67. The index opened lower but later rebounded from early lows and hit a high of 66,598.42 as power, oil, IT and FMCG shares advanced. The NSE Nifty climbed 107.75 points or 0.55 per cent to end at 19,753.80.",positive,0.6734558939933777
2023-07-28 00:35:00,"Day trading guide for July 28, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels.",neutral,0.9380837082862854
2023-07-27 11:13:03,"Sensex falls 440 points, Nifty tests 19,650","Equity indices Sensex & Nifty fell on July 27 due to heavy selling of bellwether stocks HDFC Bank, M&M, Nestle & Reliance Industries. Interest rate hike by U.S. Fed failed to boost sentiments. ",negative,0.9693875908851624
2023-07-27 00:32:30,"Day Trading Guide for July 27, 2023","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks, such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. ",neutral,0.9158732891082764
2023-07-26 05:56:24,"Reliance, L&T, Tata Motors power Indian shares ahead of Fed decision","Indian shares advanced on July 26, boosted by gains in index heavyweights Reliance Industries, Larsen & Toubro (L&T) and Tata Motors, ahead of the U.S. Federal Reserve’s monetary policy decision.",positive,0.9377813339233398
2023-07-26 00:30:00,"Day Trading Guide for July 26, 2023: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks, such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI.",neutral,0.9158732891082764
2023-07-25 00:30:00,"Day Trading Guide for July 25, 2023","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks, such as Reliance Industries, Infosys, HDFC Bank, TCS, and SBI. ",neutral,0.9158732891082764
2023-07-25 00:11:54,"Stocks To Watch: Reliance Industries, Maruti Suzuki, Vedanta, Federal Bank, SJVN, Tata Steel, Wipro","U.S. stocks posted small gains and global bonds climbed on Monday after weak economic data in both the U.S. and Europe fueled concern about a global slowdown, reported Bloomberg.  

The equity markets are set to traverse through their busiest earnings week this season, with over 500 major companies worldwide due to report quarterly results, including U.S. megacaps such as Alphabet Inc. and Meta Platforms Inc.  ",negative,0.7019504308700562
2023-07-24 16:31:36,D-Street gives thumbs down to Reliance Industries,"Shares of Reliance Industries fell 2% on Monday, as Q1 performance disappointed traders. Analysts are divided on the stock's upside potential, with Jefferies increasing target price to ₹3,100 and Systematix cutting target price to ₹2,550. Motilal Oswal noted mixed bag in consumer business, while B & K Securities said consumer electronics business delivered steady growth. Media business recorded gross revenue of ₹3,790 crore, up 143.3% y-o-y. BNP Paribas raised target price to ₹2,925. Analysts see limited upside for stock from current levels.",negative,0.9072040319442749
2023-07-24 15:47:07,RIL to acquire 33% stake in Brookfield-Digital Realty data centre venture,Reliance Industries has acquired a 33.33 per cent stake in a joint venture set up by Brookfield Infrastructure and Digital Realty for developing data centers in India. RIL will invest ₹378 crore to acquire the stake in each of the five special purpose vehicles set up under the joint venture company called Mercury Holdings SG Pte Ltd.,neutral,0.825079083442688
2023-07-24 18:22:54,Reliance Industries’ consumer businesses cushions the conglomerate’s overall numbers,"Q1 numbers were affected by O2C; analysts optimistic about the way forward, with the potential listing of some of the newer businesses ",negative,0.8700100183486938
2023-07-24 05:01:56,Reliance Industries share price down,"Reliance Industries Limited shares declined by 2 per cent following the announcement of its first-quarter results. The consolidated net profit for the June quarter decreased by 11 per cent compared to the previous year, with a 5.3 per cent drop in revenue. The oil-to-chemicals business was a significant contributing factor to the decline in net profit. The shares were down to ₹2,485.50 at 09:46 am on the BSE.",negative,0.9694449305534363
2023-07-24 04:26:53,Reliance shares drop 2.3 pc,Reliance Industries: Profit drops 2.3% in pre-open trading due to weak demand and falling refining margins in O2C business.,negative,0.9739306569099426
2023-07-21 17:06:34,"RIL June quarter net profit down 11% on year, revenue down 5.3%","Reliance Industries reported a 10.8% YoY decline in net profit to ₹Rs 16,011 crore, below street estimates. Revenue of ₹Rs 2.1 lakh crore was down 5.3% YoY. Oils-to-chemicals business revenue dropped to ₹Rs 1.3 lakh crore, while retail and digital services revenue increased to ₹Rs 69,962 crore and ₹Rs 32,077 crore, respectively. Operating margin was 11.4%, lower than 11.9% YoY.",negative,0.9757181406021118
2023-07-21 21:15:02,Reliance Industries Q1FY24 Net Profit Declines 6% Dented By Oil-To-Chemicals Performance - News18,"The conglomerate’s consolidated total revenue in the June quarter declined to Rs 231,132 crore from Rs 242,529 crore a year ago, as oil-to-chemicals business revenue declined tracking weakness in crude prices.",negative,0.9759232997894287
2023-07-21 16:52:51,Reliance Industries Q1 Results: Net Profit Down 14.4% On Increased Finance Cost,"Reliance Industries Ltd.'s profit fell for the first quarter of FY24, on account of higher finance cost and depreciation during the quarter. 

The Mukesh Ambani-led conglomerate’s consolidated net profit fell 14.4% sequentially to Rs 18,258 crore in the quarter ended June, according to its exchange filing. That compares with the Rs 16,995.49-crore consensus estimate of analysts tracked by Bloomberg.",negative,0.976017415523529
2023-07-21 17:16:15,Reliance Industries demerger: How will income tax be calculated on Jio Financial shares?,It is important to understand how capital gains and the cost of acquisition will be determined for the new demerged entity,neutral,0.9265353083610535
2023-07-21 20:55:01,RIL GDRs plunge 6% in London trading post Q1 results,"RIL GDRs were trading at $62.30, down 6.46 per cent. To be sure, shares of Reliance Industries saw selling in the domestic market earlier today",negative,0.965365469455719
2023-07-21 11:41:37,Reliance Industries will have special pre-market trading session today for demerger,"NSE, BSE to conduct special pre-market session on July 20 for Reliance Industries' demerger. Shareholders to get one share of JFSL for each Reliance share held. New contracts to be introduced, existing contracts expired. Reliance to declare Q1 results, dividend on July 21. Jio Financial to feature in 18 BSE, 18 NSE indices.",neutral,0.9224371314048767
2023-07-21 05:11:42,What does the demerger of Reliance Industries and Jio Financials mean to investors,"Reliance Industries and Jio Financial Services were discovered at Rs 2,580 and Rs 261.85 respectively in the special pre-open session. The demerger of Reliance Strategic Investments, renamed Jio Financial Services, is to create value for shareholders. The ratio for demerger is 1:1 and JFSL will be part of Nifty and Sensex indices for 3 days. JFSL is expected to list within 2-3 months at ₹160/share. Investors with long-term perspective should continue to hold RIL stock.",neutral,0.9289490580558777
2023-07-21 01:02:00,"Day Trading Guide for July 21, 2023: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8962844014167786
2023-07-20 15:36:52,"Here’s How Nifty Has Fared Since Moving Past 19,000","The NSE Nifty 50 took 21 sessions to climb from 19,000 to its current life-time high of 19991.85 on buying by overseas funds.

Domestic institutional investors reported a net outflow of Rs 11,340.6 crore for the duration, while foreign institutional investors saw a net inflow of Rs 36,684.1 crore as of market close on Thursday.",positive,0.9312477707862854
2023-07-20 14:30:23,"Reliance Industries Q1 Preview: Weak Gross Refining Margin To Hurt Profit, Revenue",Reliance Industries Ltd.'s first-quarter revenues and profits are likely to drop year-on-year on weak refining margins and flat performance of the oil-to-chemicals segment during the period.,negative,0.9751156568527222
2023-07-20 08:30:33,RIL stock rises by 1.19 per cent after demerger,"Reliance Industries demerges digital fintech division, JFSL, with 1:1 ratio. Shareholders receive one JFSL share if held on or before July 19. Post-demerger cost of acquisition of RIL shares is 95.32%, RSIL share is 4.68%. JFSL shares valued at ₹262 at end of special trading session. RIL shares up 1.19% to Rs 2619.75 at 01:35 p.m. on BSE.",positive,0.8446243405342102
2023-07-20 07:48:21,"Jio Financial Valued At Rs 261.9 Apiece, Reliance Lists At Rs 2,617 After Special Session","Shares of Reliance Industries Ltd. were listed at Rs 2,617 per share after the special pre-open session conducted to determine its share price after carving out Jio Financial Services Ltd. as a separate listed entity.

The listing price of Reliance Industries was at a 3.5% discount to the apportionment cost of acquisition for RIL, which was set at Rs 2,708.85 per share.",neutral,0.9214423298835754
2023-07-20 03:40:48,Jio Financial Demerger: Reliance Industries Special Pre-Open Session Today,"The F&O contracts of Reliance Industries Ltd. for the next three months will expire today. 

""All existing contracts with expiry dates of July 27, Aug. 31, and Sept. 28, will expire today. The methodology of settlement shall be separately intimated by the respective Clearing Corporations,"" the NSE said in a press release.",neutral,0.9492517709732056
2023-07-20 00:57:00,"Day Trading Guide for July 20, 2023: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8962844014167786
2023-07-19 02:59:58,Today is the last date to buy Reliance shares for Jio Financial share eligibility,Reliance Industries must be bought today to get Jio Financial shares. Axis Securities values Jio Financial at Rs. 160/share. NSE & BSE will conduct a special pre-market session on July 20 for demerger. Investors should buy RIL before record date for economical Jio Financial shares. Jio Financial will be included in 18 BSE & 22 NSE indices from July 20.,neutral,0.9504393339157104
2023-07-19 02:36:35,"Stocks that will see action today: July 19, 2023",Reliance Industries shares turn ex-date on July 20; shareholders to get Jio Financial shares. Schaeffler appoints Aashish Bhatia as President for Automotive OEM. Lemon Tree Hotels signs new property in Lucknow. GAIL partners with US-based LanzaTech to explore CO2 capture. SBI to set up new trustee company for CDMDF. Captain Pipes commissions new CPVC machine & SWR fitting moulds. Ganesha Ecosphere receives insurance claim of ₹25 crore. CIE Automotive India reclassifies to Public Category. BL Kashyap secures order worth Rs 369 crore.,neutral,0.6425649523735046
2023-07-19 00:33:00,"Day trading guide for July 19, 2023: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS and SBI. Based on the trend, it also gives intraday trade recommendations with specific entry as well as stop-loss levels. The mentioned resistances and supports will be the exit levels. Do note that the recommendations are based on Technical Analysis and there is a risk of loss in trading.",neutral,0.8999207615852356
